"","id","first_name","height_feet","height_inches","last_name","position","weight_pounds","team.id","team.abbreviation","team.city","team.conference","team.division","team.full_name","team.name"
"1621",2107,"Grant",NA,NA,"Jerrett","",NA,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"1622",2108,"Ronald",NA,NA,"Roberts Jr.","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1623",2109,"Damien",NA,NA,"Inglis","",NA,17,"MIL","Milwaukee","East","Central","Milwaukee Bucks","Bucks"
"1624",2110,"Johnny",NA,NA,"O'Bryant III","",NA,17,"MIL","Milwaukee","East","Central","Milwaukee Bucks","Bucks"
"1625",2111,"Mitch",NA,NA,"McGary","",NA,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"1626",2112,"Furkan",NA,NA,"Aldemir","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1627",2113,"Patrick",NA,NA,"Christopher","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1628",2114,"Elijah",NA,NA,"Millsap","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1629",2115,"Larry",NA,NA,"Drew II","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1630",2116,"James",NA,NA,"Michael McAdoo","",NA,10,"GSW","Golden State","West","Pacific","Golden State Warriors","Warriors"
"1631",2118,"Joffrey",NA,NA,"Lauvergne","",NA,8,"DEN","Denver","West","Northwest","Denver Nuggets","Nuggets"
"1632",2119,"Jack",NA,NA,"Cooley","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1633",2120,"Bryce",NA,NA,"Cotton","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1634",2121,"Jerrelle",NA,NA,"Benimon","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1635",2122,"Jarell",NA,NA,"Eddie","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1636",2123,"Jabari",NA,NA,"Brown","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1637",2124,"Sean",NA,NA,"Kilpatrick","",NA,18,"MIN","Minnesota","West","Northwest","Minnesota Timberwolves","Timberwolves"
"1638",2125,"David",NA,NA,"Wear","",NA,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"1639",2126,"Sim",NA,NA,"Bhullar","",NA,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"1640",2127,"Darrun",NA,NA,"Hilliard","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1641",2128,"Lamar",NA,NA,"Patterson","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1642",2129,"Sasha",NA,NA,"Kaun","",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"1643",2130,"Tibor",NA,NA,"Pleiss","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1644",2131,"Rashad",NA,NA,"Vaughn","",NA,17,"MIL","Milwaukee","East","Central","Milwaukee Bucks","Bucks"
"1645",2132,"Aaron",NA,NA,"Harrison","",NA,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"1646",2133,"Joe",NA,NA,"Young","",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"1647",2134,"Luis",NA,NA,"Montero","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1648",2135,"Marcelo",NA,NA,"Huertas","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1649",2136,"Anthony",NA,NA,"Brown","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1650",2137,"Jordan",NA,NA,"Mickey","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1651",2138,"Edy",NA,NA,"Tavares","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1652",2140,"Duje",NA,NA,"Dukan","",NA,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"1653",2141,"Cliff",NA,NA,"Alexander","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1654",2142,"Josh",NA,NA,"Huestis","",NA,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"1655",2143,"Branden",NA,NA,"Dawson","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1656",2144,"Rakeem",NA,NA,"Christmas","",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"1657",2145,"JJ",NA,NA,"O'Brien","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1658",2146,"Keith",NA,NA,"Appling","",NA,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"1659",2147,"Bryce",NA,NA,"Dejean-Jones","",NA,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"1660",2149,"Chris",NA,NA,"McCullough","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1661",2150,"Alex",NA,NA,"Stepheson","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1662",2151,"Axel",NA,NA,"Toupane","",NA,8,"DEN","Denver","West","Northwest","Denver Nuggets","Nuggets"
"1663",2152,"Briante",NA,NA,"Weber","G",NA,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"1664",2153,"Coty",NA,NA,"Clarke","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1665",2154,"Xavier",NA,NA,"Munford","",NA,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"1666",2155,"John",NA,NA,"Holland","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1667",2156,"Mindaugas",NA,NA,"Kuzminskas","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1668",2157,"Nicolas",NA,NA,"Laprovittola","",NA,27,"SAS","San Antonio","West","Southwest","San Antonio Spurs","Spurs"
"1669",2159,"Joel",NA,NA,"Bolomboy","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1670",2161,"Kyle",NA,NA,"Wiltjer","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1671",2163,"Michael",NA,NA,"Gbinije","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1672",2164,"Semaj",NA,NA,"Christon","",NA,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"1673",2165,"Nicolas",NA,NA,"Brussino","",NA,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"1674",2166,"Paul",NA,NA,"Zipser","",NA,5,"CHI","Chicago","East","Central","Chicago Bulls","Bulls"
"1675",2167,"Diamond",NA,NA,"Stone","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1676",2168,"Daniel",NA,NA,"Ochefu","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"1677",2170,"Malcolm",NA,NA,"Delaney","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1678",2171,"AJ",NA,NA,"Hammons","",NA,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"1679",2172,"Kay",NA,NA,"Felder","",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"1680",2173,"Stephen",NA,NA,"Zimmerman","",NA,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"1681",2174,"Maurice",NA,NA,"Ndour","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1682",2176,"Georgios",NA,NA,"Papagiannis","",NA,26,"SAC","Sacramento","West","Pacific","Sacramento Kings","Kings"
"1683",2177,"Tim",NA,NA,"Quarterman","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1684",2179,"Marshall",NA,NA,"Plumlee","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1685",2180,"Chinanu",NA,NA,"Onuaku","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1686",2181,"Pierre",NA,NA,"Jackson","",NA,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"1687",2182,"Okaro",NA,NA,"White","",NA,16,"MIA","Miami","East","Southeast","Miami Heat","Heat"
"1688",2183,"Mike",NA,NA,"Tobey","",NA,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"1689",2184,"Marcus",NA,NA,"Georges-Hunt","",NA,16,"MIA","Miami","East","Southeast","Miami Heat","Heat"
"1690",2185,"Brice",NA,NA,"Johnson","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1691",2186,"Ben",NA,NA,"Bentil","",NA,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"1692",2187,"Shawn",NA,NA,"Long","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1693",2191,"Patricio",NA,NA,"Garino","",NA,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"1694",2192,"Charles",NA,NA,"Cooke","",NA,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"1695",2193,"Jalen",NA,NA,"Jones","",NA,19,"NOP","New Orleans","West","Southwest","New Orleans Pelicans","Pelicans"
"1696",2195,"Alec",NA,NA,"Peters","",NA,24,"PHX","Phoenix","West","Pacific","Phoenix Suns","Suns"
"1697",2196,"Mike",NA,NA,"James","",NA,24,"PHX","Phoenix","West","Pacific","Phoenix Suns","Suns"
"1698",2197,"Matt",NA,NA,"Williams Jr.","",NA,16,"MIA","Miami","East","Southeast","Miami Heat","Heat"
"1699",2169,"Sheldon",NA,NA,"Mac","",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"1700",2188,"Jarrod",NA,NA,"Uthoff","",NA,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"1701",2198,"Brandon",NA,NA,"Paul","",NA,27,"SAS","San Antonio","West","Southwest","San Antonio Spurs","Spurs"
"1702",2199,"Dakari",NA,NA,"Johnson","",NA,21,"OKC","Oklahoma City","West","Northwest","Oklahoma City Thunder","Thunder"
"1703",2200,"Mike",NA,NA,"Young","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"1704",2201,"Gian",NA,NA,"Clavell","",NA,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"1705",2203,"Mangok",NA,NA,"Mathiang","",NA,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"1706",2204,"Marcus",NA,NA,"Paige","",NA,4,"CHA","Charlotte","East","Southeast","Charlotte Hornets","Hornets"
"1707",2206,"Matt",NA,NA,"Costello","",NA,27,"SAS","San Antonio","West","Southwest","San Antonio Spurs","Spurs"
"1708",2207,"Jacob",NA,NA,"Wiley","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1709",2209,"Vincent",NA,NA,"Hunter","",NA,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"1710",2210,"Jamil",NA,NA,"Wilson","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1711",2212,"Jacob",NA,NA,"Pullen","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1712",2214,"Yakuba",NA,NA,"Ouattara","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1713",2217,"Jamel",NA,NA,"Artis","",NA,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"1714",2218,"Kyle",NA,NA,"Collinsworth","",NA,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"1715",2220,"Reggie",NA,NA,"Hearn","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1716",2221,"Nigel",NA,NA,"Hayes","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1717",2224,"James",NA,NA,"Webb III","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1718",2226,"Erik",NA,NA,"McCree","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1719",2227,"Andrew",NA,NA,"White III","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1720",2228,"Trey",NA,NA,"McKinney-Jones","",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"1721",2230,"Xavier",NA,NA,"Rathan-Mayes","",NA,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"1722",2231,"Rodney",NA,NA,"Purvis","",NA,22,"ORL","Orlando","East","Southeast","Orlando Magic","Magic"
"1723",2232,"Jameel",NA,NA,"Warney","",NA,7,"DAL","Dallas","West","Southwest","Dallas Mavericks","Mavericks"
"1724",2233,"Omari",NA,NA,"Johnson","",NA,15,"MEM","Memphis","West","Southwest","Memphis Grizzlies","Grizzlies"
"1725",2234,"Andre",NA,NA,"Ingram","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1726",2235,"Aaron",NA,NA,"Jackson","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1727",2236,"Brian",NA,NA,"Taylor","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1728",2237,"Freeman",NA,NA,"Williams","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1729",2238,"Jerome",NA,NA,"Whitehead","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1730",2239,"Joe",NA,NA,"Bryant","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1731",2240,"Nick",NA,NA,"Weatherspoon","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1732",2241,"Sidney",NA,NA,"Wicks","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1733",2242,"Swen",NA,NA,"Nater","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1734",2243,"World",NA,NA,"Free","",NA,13,"LAC","LA","West","Pacific","LA Clippers","Clippers"
"1735",2244,"Don",NA,NA,"Ford","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1736",2245,"Jamaal",NA,NA,"Wilkes","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1737",2246,"Jim",NA,NA,"Chones","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1738",2247,"Kareem",NA,NA,"Abdul-Jabbar","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1739",2248,"Michael",NA,NA,"Cooper","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1740",2249,"Norm",NA,NA,"Nixon","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1741",2250,"Ron",NA,NA,"Boone","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1742",2251,"Spencer",NA,NA,"Haywood","",NA,14,"LAL","Los Angeles","West","Pacific","Los Angeles Lakers","Lakers"
"1743",2252,"Cedric",NA,NA,"Maxwell","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1744",2253,"Chris",NA,NA,"Ford","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1745",2254,"Dave",NA,NA,"Cowens","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1746",2255,"Don",NA,NA,"Chaney","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1747",2256,"Eric",NA,NA,"Fernsten","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1748",2257,"Jeff",NA,NA,"Judkins","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1749",2258,"M.L.",NA,NA,"Carr","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1750",2259,"Nate",NA,NA,"Archibald","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1751",2260,"Rick",NA,NA,"Robey","",NA,2,"BOS","Boston","East","Atlantic","Boston Celtics","Celtics"
"1752",2261,"Calvin",NA,NA,"Murphy","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1753",2262,"Dwight",NA,NA,"Jones","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1754",2263,"Major",NA,NA,"Jones","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1755",2264,"Mike",NA,NA,"Dunleavy","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1756",2265,"Rick",NA,NA,"Barry","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1757",2266,"Rudy",NA,NA,"Tomjanovich","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1758",2267,"Rudy",NA,NA,"White","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1759",2268,"Tom",NA,NA,"Henderson","",NA,11,"HOU","Houston","West","Southwest","Houston Rockets","Rockets"
"1760",2269,"Bob",NA,NA,"Dandridge","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"1761",2270,"Elvin",NA,NA,"Hayes","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"1762",2271,"Greg",NA,NA,"Ballard","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"1763",2272,"Kevin",NA,NA,"Grevey","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"1764",2273,"Kevin",NA,NA,"Porter","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"1765",2274,"Larry",NA,NA,"Wright","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"1766",2275,"Roger",NA,NA,"Phegley","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"1767",2276,"Wes",NA,NA,"Unseld","",NA,30,"WAS","Washington","East","Southeast","Washington Wizards","Wizards"
"1768",2277,"Bobby",NA,NA,"Jones","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1769",2278,"Caldwell",NA,NA,"Jones","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1770",2279,"Darryl",NA,NA,"Dawkins","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1771",2280,"Doug",NA,NA,"Collins","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1772",2281,"Eric",NA,NA,"Money","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1773",2282,"Henry",NA,NA,"Bibby","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1774",2283,"Julius",NA,NA,"Erving","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1775",2284,"Steve",NA,NA,"Mix","",NA,23,"PHI","Philadelphia","East","Atlantic","Philadelphia 76ers","76ers"
"1776",2285,"Armond",NA,NA,"Hill","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1777",2286,"Charlie",NA,NA,"Criss","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1778",2287,"Dan",NA,NA,"Roundfield","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1779",2288,"Eddie",NA,NA,"Johnson","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1780",2289,"Jack",NA,NA,"Givens","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1781",2290,"John",NA,NA,"Drew","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1782",2291,"Ron",NA,NA,"Lee","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1783",2292,"Steve",NA,NA,"Hawes","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1784",2293,"Terry",NA,NA,"Furlow","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1785",2294,"Tom",NA,NA,"McMillen","",NA,1,"ATL","Atlanta","East","Southeast","Atlanta Hawks","Hawks"
"1786",2295,"Geoff",NA,NA,"Huston","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1787",2296,"Hollis",NA,NA,"Copeland","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1788",2297,"Jim",NA,NA,"Cleamons","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1789",2298,"Joe",NA,NA,"Meriweather","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1790",2299,"Larry",NA,NA,"Demic","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1791",2300,"Micheal",NA,NA,"Ray Richardson","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1792",2301,"Mike",NA,NA,"Glenn","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1793",2302,"Ray",NA,NA,"Williams","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1794",2303,"Sly",NA,NA,"Williams","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1795",2304,"Toby",NA,NA,"Knight","",NA,20,"NYK","New York","East","Atlantic","New York Knicks","Knicks"
"1796",2305,"Abdul",NA,NA,"Jeelani","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1797",2306,"Jim",NA,NA,"Brewer","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1798",2307,"Jim",NA,NA,"Paxson","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1799",2308,"Kermit",NA,NA,"Washington","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1800",2309,"Kevin",NA,NA,"Kunnert","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1801",2310,"Larry",NA,NA,"Steele","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1802",2311,"Lionel",NA,NA,"Hollins","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1803",2312,"Ron",NA,NA,"Brewer","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1804",2313,"Tom",NA,NA,"Owens","",NA,25,"POR","Portland","West","Northwest","Portland Trail Blazers","Trail Blazers"
"1805",2314,"Allan",NA,NA,"Bristow","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1806",2315,"Ben",NA,NA,"Poquette","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1807",2316,"Don",NA,NA,"Williams","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1808",2317,"Greg",NA,NA,"Deane","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1809",2318,"James",NA,NA,"Hardy","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1810",2319,"John",NA,NA,"Gianelli","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1811",2320,"Paul",NA,NA,"Dawkins","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1812",2321,"Pete",NA,NA,"Maravich","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1813",2322,"Robert",NA,NA,"Smith","",NA,29,"UTA","Utah","West","Northwest","Utah Jazz","Jazz"
"1814",2323,"Bob",NA,NA,"Lanier","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1815",2324,"Bob",NA,NA,"McAdoo","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1816",2325,"Greg",NA,NA,"Kelser","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1817",2326,"Jim",NA,NA,"McElroy","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1818",2327,"John",NA,NA,"Shumate","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1819",2328,"Leon",NA,NA,"Douglas","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1820",2329,"Phil",NA,NA,"Hubbard","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1821",2330,"Roylee",NA,NA,"Hamilton","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1822",2331,"Terry",NA,NA,"Duerod","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1823",2332,"Terry",NA,NA,"Tyler","",NA,9,"DET","Detroit","East","Central","Detroit Pistons","Pistons"
"1824",2333,"Billy",NA,NA,"Knight","",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"1825",2334,"Clemon",NA,NA,"Johnson","",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"1826",2335,"Dudley",NA,NA,"Bradley","",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"1827",2336,"Johnny",NA,NA,"Davis","",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"1828",2337,"Mickey",NA,NA,"Johnson","",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"1829",2338,"Mike",NA,NA,"Bantom","",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"1830",2339,"Tony",NA,NA,"Zeno","",NA,12,"IND","Indiana","East","Central","Indiana Pacers","Pacers"
"1831",2340,"Calvin",NA,NA,"Natt","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1832",2341,"Eddie",NA,NA,"Jordan","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1833",2342,"George",NA,NA,"Johnson","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1834",2343,"Jan",NA,NA,"Van Breda Kolff","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1835",2344,"John",NA,NA,"Williamson","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1836",2345,"Ralph",NA,NA,"Simpson","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1837",2346,"Rich",NA,NA,"Kelley","",NA,3,"BKN","Brooklyn","East","Atlantic","Brooklyn Nets","Nets"
"1838",2347,"Bill",NA,NA,"Willoughby","",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"1839",2348,"Bingo",NA,NA,"Smith","",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"1840",2349,"Campy",NA,NA,"Russell","",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
"1841",2350,"Dave",NA,NA,"Robisch","",NA,6,"CLE","Cleveland","East","Central","Cleveland Cavaliers","Cavaliers"
